Unnamed: 0,price,artist,title,yearCreation,signed,condition,period,movement,image_path
204,7500.0,Allison V. Smith,Refinery Road (one of three),2007.0,[nan],Very good condition,Contemporary,Realism,images/auction_images/204.jpg
206,3500.0,Vernon Fisher,Objects in the Field,1990.0,"Signed by artist and numbered, recto",Very good condition,Post-War,Conceptual ,images/auction_images/206.jpg
207,3680.0,Charles Arnoldi,Skylar,2013.0,"Signed by artist and numbered, recto",Very good condition,Contemporary,Abstract Expressionism,images/auction_images/207.jpg
209,12000.0,Victoria Sambunaris,"Untitled (White Trains on Salt Flats, I-80, Great Salt Lake Desert, Utah)",2010.0,[nan],Very good condition,Contemporary,Realism,images/auction_images/209.jpg
210,3000.0,Donald Sultan,Black Flowers 1,1996.0,"Signed by artist and numbered, recto",Very good condition,Post-War,Expressionism,images/auction_images/210.jpg
211,5500.0,Hung Liu,Migrant Child: with Bunny,2019.0,"Signed by artist and numbered, recto",Very good condition,Contemporary,Realism,images/auction_images/211.jpg
212,3680.0,Charles Arnoldi,Walter,2013.0,"Signed by artist and numbered, recto",Very good condition,Contemporary,Abstract Expressionism,images/auction_images/212.jpg
213,13000.0,Jim Dine,Cream and Red Robe on a Stone,2010.0,"Signed by artist and numbered, recto",Very good condition,Contemporary,Pop Art,images/auction_images/213.jpg
214,1840.0,Hayal Pozanti,A Sacred Canopy,2014.0,"Signed by artist and numbered, recto",Very good condition,Contemporary,Geometric Abstraction,images/auction_images/214.jpg
216,10000.0,Biff Elrod,Side Glance Two ,2017.0,signed verso ,[nan],Contemporary,Pop Art,images/auction_images/216.jpg
217,5000.0,Mike Reesé,Greed Sweet Like Candy,2021.0,Signed and titled on the reverse,Excellent condition.,Contemporary,Pop Art,images/auction_images/217.jpg
218,5000.0,Carlos W. Desrosiers,Creation no. 008,2021.0,Signed verso,Excellent condition.,Contemporary,Abstract,images/auction_images/218.jpg
219,2500.0,Louise Donegan,Requin Rouge,2016.0,Signed recto Accompanied by a certificate of authenticity,Excellent condition.,Contemporary,Pop Art,images/auction_images/219.jpg
221,25000.0,Tom  Wesselmann,Still Life with Blonde and Goldfish,2000.0,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Pop Art,images/auction_images/221.jpg
222,24000.0,Ed  Ruscha,Rusty Signs - Dead End 1,2014.0,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/222.jpg
223,20000.0,Ed  Ruscha,Rusty Signs - Cash for Tools 1,2014.0,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/223.jpg
224,9000.0,Ed  Ruscha,Petro Plots: Laurel Canyon/Ventura Boulevard,2001.0,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/224.jpg
225,9000.0,Ed  Ruscha,Petro Plots: Hollywood/Vine,2001.0,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/225.jpg
226,15000.0,Ed  Ruscha,"New Wood, Old Wood",2007.0,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/226.jpg
227,18000.0,Jorge Pardo,Untitled,2006.0,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/227.jpg
228,25000.0,Louise  Bourgeois,Crochet V,1998.0,[nan],"The work is in excellent condition, direct from the publisher.",Post-War,Feminist Art ,images/auction_images/228.jpg
229,5000.0,Mimmo Paladino,California Suite No. 10,2004.0,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Expressionism,images/auction_images/229.jpg
230,25000.0,Louise  Bourgeois,Crochet IV,1998.0,[nan],"The work is in excellent condition, direct from the publisher.",Post-War,Feminist Art ,images/auction_images/230.jpg
231,14000.0,John Baldessari,Stonehenge (With Two Persons) Blue,2005.0,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/231.jpg
232,22000.0,John Baldessari,Concrete Couples,2015.0,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/232.jpg
233,12000.0,John Baldessari,BLAH,2018.0,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Pop Art,images/auction_images/233.jpg
234,15000.0,Elizabeth Murray,Shack,1994.0,"Signed mid-work, far right","The work is in excellent condition, direct from the publisher.",Post-War,Abstract,images/auction_images/234.jpg
235,9500.0,Robert Rauschenberg,Back-up (Ground Rules),1997.0,Signed lower right,"The work is in excellent condition, direct from the publisher.",Post-War,Conceptual ,images/auction_images/235.jpg
236,40000.0,Jasper Johns,Untitled,2018.0,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Pop Art,images/auction_images/236.jpg
237,35000.0,Jasper Johns,Regrets,2014.0,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Abstract,images/auction_images/237.jpg
238,12000.0,Helen Frankenthaler,Causeway,2001.0,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,Abstract,images/auction_images/238.jpg
239,15000.0,Kiki Smith,Friend,2008.0,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Expressionism,images/auction_images/239.jpg
240,15000.0,Kiki Smith,Fortune,2008.0,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Expressionism,images/auction_images/240.jpg
241,1500.0,Marina Adams,Untitled 2,2018.0,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Abstract,images/auction_images/241.jpg
242,7500.0,Terry Winters,Fate Map,2013.0,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Abstract,images/auction_images/242.jpg
243,2500.0,Ed  Ruscha,Bow-Tie Rivet (Bow-Tie Landscapes),2003.0,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Realism,images/auction_images/243.jpg
244,9000.0,Martin Puryear,Untitled (State 1),2016.0,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Minimalism,images/auction_images/244.jpg
245,7960.0,Carroll  Dunham,Untitled (March_31_2015),2015.0,Signed on upper right,"The work is in excellent condition, direct from the publisher.",Contemporary,Expressionism,images/auction_images/245.jpg
246,15000.0,Carmen Herrera,Island,2020.0,Signed verso,"The work is in excellent condition, direct from the publisher.",Contemporary,Geometric Abstraction,images/auction_images/246.jpg
247,45000.0,Christopher Wool,Untitled (Triptych),1998.0,"Signed, dated and numbered in pencil","The work is in excellent condition, direct from the publisher.",Contemporary,Abstract,images/auction_images/247.jpg
248,9500.0,Didier Vermeiren,"Lenticular Photographs, Los Angeles Studio, 2008",2008.0,Signed on certificate attached to back of frame,"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/248.jpg
249,3500.0,Giuseppe Penone,Brain I,2000.0,"Signed in pencil at bottom right edge, numbered bottom left","The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/249.jpg
250,4500.0,Giuseppe Penone,Brain II,2000.0,"Signed in pencil bottom right edge, numbered bottom left","The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/250.jpg
251,21000.0,Abelardo Morell,After Hitchcock: Psycho. House. Tent-Camera Image,2018.0,"Signed and numbered in pen on a label, on verso of Dibond mount","The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/251.jpg
252,4000.0,Guillermo Kuitca,Coat Check,2002.0,"Signed, dated and editioned lower right","The work is in excellent condition, direct from the publisher.",Contemporary,Geometric Abstraction,images/auction_images/252.jpg
253,35000.0,Sam  Francis,Untitled (sfm 83-471),1983.0,"Signed ""Sam Francis"" in pencil on verso, inscribed ""SFM83-471 25 X 31-1/2"" in pencil on verso","The work is in excellent condition, direct from the publisher.",Contemporary,Abstract Expressionism,images/auction_images/253.jpg
254,25000.0,Elger Esser,Hoquiam,2008.0,Signed on label,"The work is in excellent condition, direct from the publisher.",Contemporary,Realism,images/auction_images/254.jpg
255,7500.0,Matthew Brandt,"Box, SN1987A-4420-sm.tif",2019.0,Signed on label on verso,"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/255.jpg
256,7500.0,Matthew Brandt,"Box, Bar-pt1-pl014_sm.jpg",2019.0,Signed on label on verso,"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/256.jpg
257,22500.0,Valérie Belin,White Narcissus in Orange (Colour Wonder),2018.0,Signed on labels on Dibond on verso,"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/257.jpg
258,12500.0,Marina Abramović,Chair for the Spirit Chair for Man,1999.0,Signed in pencil and numbered,"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual ,images/auction_images/258.jpg
259,9500.0,Yong Jo Ji,Nirvana ,2014.0,[nan],Overall excellent condition.,Contemporary,Abstract,images/auction_images/259.jpg
260,32000.0,Mel  Bochner,"Measurement: 41""/22""",1998.0,"i. signed, titled and dated 1998 on the reverseii. titled on the reverseiii. titled on the reverse",Unframed. In good condition overall.,Contemporary,Conceptual ,images/auction_images/260.jpg
263,48000.0,Matt Mullican,Untitled (Cosmology Signs),1991.0,Signed and dated verso,Excellent condition.,Contemporary,Conceptual ,images/auction_images/263.jpg
264,11000.0,Antonio Carreno,Allegorical #2,2016.0,Signed lower right recto,Excellent condition.,Contemporary,Abstract Expressionism,images/auction_images/264.jpg
266,40000.0,Frank Schroeder,Tales of God,2016.0,Signed lower left recto,Excellent condition.,Contemporary,Expressionism,images/auction_images/266.jpg
267,30000.0,Danny Simmons,The Golden Path,2016.0,Signed verso,Excellent condition.,Contemporary,Abstract Expressionism,images/auction_images/267.jpg
268,11000.0,Antonio Carreno,Racing Divine,2016.0,Signed lower right recto,Excellent condition.,Contemporary,Abstract Expressionism,images/auction_images/268.jpg
269,30000.0,Danny Simmons,Traveling,2016.0,Signed verso,Excellent condition.,Contemporary,Abstract Expressionism,images/auction_images/269.jpg
270,40000.0,Frank Schroeder,Endless Summer in the Garden,2016.0,Signed lower left recto,Excellent condition.,Contemporary,Abstract,images/auction_images/270.jpg
271,40000.0,Frank Schroeder,1001 Nights,2016.0,Signed lower left recto,Excellent condition.,Contemporary,Abstract,images/auction_images/271.jpg
272,6000.0,Mieke Marple,Exotic Garden (Venus Fly Trap),2021.0,Signed verso,Excellent condition.,Contemporary,Feminist Art ,images/auction_images/272.jpg
273,6000.0,Mieke Marple,Exotic Garden (Flora),2021.0,Signed verso,Excellent condition.,Contemporary,Feminist Art ,images/auction_images/273.jpg
274,19000.0,Henry Gunderson,Neurochamber,2019.0,Signed verso,Excellent condition.,Contemporary,Realism,images/auction_images/274.jpg
275,12000.0,Mieke Marple,Bad Feminist (Blue Lace Medusa),2019.0,Signed verso,Excellent condition.,Contemporary,Feminist Art ,images/auction_images/275.jpg
276,20000.0,Henry Gunderson,Down So Long It Looks Up,2019.0,Signed verso,Excellent condition.,Contemporary,Surrealism,images/auction_images/276.jpg
277,22500.0,Christine Wang,Woman Yacht,2019.0,Signed verso,Excellent condition.,Contemporary,Realism,images/auction_images/277.jpg
278,6000.0,Mieke Marple,Erotic Garden (Lily),2021.0,Signed verso,Excellent condition.,Contemporary,Feminist Art ,images/auction_images/278.jpg
279,12000.0,Christine Wang,Leo Baby,2020.0,Signed verso,Excellent condition.,Contemporary,Realism,images/auction_images/279.jpg
280,20000.0,Henry Gunderson,Scissor Lock,2019.0,Signed verso,Excellent condition.,Contemporary,Realism,images/auction_images/280.jpg
282,5000.0,Raymond Cauchetier,"'À bout de souffle' (Belmondo and Seberg, Champs Elysées, Paris)",1959.0,"Signed, titled and dated in pencil verso",Excellent condition.,Post-War,Realism,images/auction_images/282.jpg
283,7000.0,Douglas Kirkland,"Audrey Hepburn, Paris",1965.0,Signed Certificate of Authenticity,Excellent condition.,Post-War,Realism,images/auction_images/283.jpg
284,10000.0,Michael Kenna,"Ile de La Cite (Merci HCB), Paris, France",1992.0,"Signed, numbered, and dated in pencil recto; Signed, titled, dated and numbered with photographer's copyright stamp verso",Excellent condition.,Post-War,Realism,images/auction_images/284.jpg
285,5000.0,Norman Parkinson,Cardin Hat Over Paris,1948.0,"Signed, stamped, titled and numbered by the Norman Parkinson Archive",Excellent condition.,Post-War,Realism,images/auction_images/285.jpg
286,9500.0,Frances McLaughlin-Gill,"Fiona Campbell, The Palace at Versailles, Paris",1950.0,"Signed, dated and titled in pencil verso",Excellent condition.,Post-War,Realism,images/auction_images/286.jpg
287,15000.0,Horst P. Horst,Dali Costumes - Paris,1939.0,"Blindstamped on recto; Signed, titled and dated in pencil and with photographer's stamp on verso",Excellent condition.,Modern,Realism,images/auction_images/287.jpg
288,8000.0,Marc Riboud,"Yves Saint-Laurent, Paris",1964.0,Signed verso in pencil and with photographer's stamp,Excellent condition.,Post-War,Realism,images/auction_images/288.jpg
289,6000.0,William Klein,Serge Gainsbourg (Cover for 'Love on the Beat' Album),1984.0,Signed in ink on the photographer's label on verso,Excellent condition.,Post-War,Realism,images/auction_images/289.jpg
290,8000.0,Frances McLaughlin-Gill,Dior Black - Paris Collections for Vogue Magazine,1952.0,"Signed, dated and titled in pencil verso",Excellent condition.,Post-War,Realism,images/auction_images/290.jpg
291,6000.0,William Klein,"Dorothy + Little Bara, Paris",1960.0,"Signed, dated and titled in pencil verso",Excellent condition.,Post-War,Realism,images/auction_images/291.jpg
292,25000.0,George Hoyningen-Huene,"Divers, Paris",1930.0,"Embossed with photographer's stamp; Signed and inscribed ""From the collection of Horst"" by Horst P. Horst in pencil on verso",[nan],Modern,Realism,images/auction_images/292.jpg
293,50000.0,Lillian Bassman,"Across the Restaurant at Le Grand Vefour, Barbara Mullen, Harper's Bazaar, Paris [Dress by Jacques Fath]",1949.0,Signed in pencil verso,Excellent condition.,Post-War,Realism,images/auction_images/293.jpg
294,2700.0,Russell Young,Bardot,2007.0,Signed and numbered recto,Excellent condition.,Contemporary,Pop Art,images/auction_images/294.jpg
295,16000.0,Russell Young,Marilyn Crying,2019.0,"Signed and numbered ""JX"" verso",Excellent condition.,Contemporary,Pop Art,images/auction_images/295.jpg
296,15000.0,Russell Young,Elizabeth Taylor Portrait,2008.0,"Signed and numbered ""RY2008"" verso",Excellent condition.,Contemporary,Pop Art,images/auction_images/296.jpg
297,22000.0,Russell Young,Audrey Hepburn,2019.0,"Signed and numbered ""FX"" verso",Excellent condition.,Contemporary,Pop Art,images/auction_images/297.jpg
298,5100.0,Russell Young,Marilyn Hope,2013.0,Signed and numbered recto,Excellent condition.,Contemporary,Pop Art,images/auction_images/298.jpg
299,5100.0,Russell Young,Marilyn Portrait,2011.0,Signed and numbered recto,Excellent condition.,Contemporary,Pop Art,images/auction_images/299.jpg
300,32000.0,Russell Young,Kate Moss Diptych,2015.0,"Signed and numbered ""BII"" verso",Excellent condition.,Contemporary,Pop Art,images/auction_images/300.jpg
305,15000.0,Russell Young,Elvis,2007.0,Signed and numbered verso,Excellent condition.,Contemporary,Pop Art,images/auction_images/305.jpg
308,13000.0,Russell Young,Elvis Pistol,2011.0,"Signed and marked ""RY PEACE"" verso",Excellent condition.,Contemporary,Pop Art,images/auction_images/308.jpg
309,15000.0,Russell Young,Elvis,2007.0,Signed and numbered verso,Excellent condition.,Contemporary,Pop Art,images/auction_images/309.jpg
311,5995.0,Harry Callahan,"Skyscraper with Person and Flagpole, New York",1977.0,Signed in pencil in the margin,"Print is in generally excellent condition.The colors are rich and saturated, with no apparent signs of fading.",Post-War,Realism,images/auction_images/311.jpg
312,3495.0,Kota Ezawa,The Melody of Destiny,2008.0,[nan],"The transparency and light box are in generally excellent condition.Under close inspection, there are scattered hairline scratches and scuffs to the light box's plexiglass and metal components, none of which detract from its overall fine appearance.The electrical components of the light box are functional.",Contemporary,Conceptual ,images/auction_images/312.jpg
313,3495.0,Kota Ezawa,Conical Intersect (After Gordon Matta-Clark 1975),2005.0,[nan],"The transparency and light box are in generally excellent condition.Under close inspection, there are scattered hairline scratches and scuffs to the light box's plexiglass and metal components, none of which detract from its overall fine appearance.The electrical components of the light box are functional.",Contemporary,Realism,images/auction_images/313.jpg
314,9995.0,Sze Tsung Leong,"Lincoln Center, New York",2003.0,Signed in ink on the photographer's label on the reverse,"This chromogenic print is in generally excellent condition.The colors are rich and saturated, with no apparent fading.",Contemporary,Realism,images/auction_images/314.jpg
315,3995.0,Kota Ezawa,Earth from Moon (After NASA 1969),2006.0,[nan],"The transparency and light box are in generally excellent condition.Under close inspection, there are scattered hairline scratches and scuffs to the light box's plexiglass and metal components, none of which detract from its overall fine appearance.The electrical components of the light box are functional.",Contemporary,Realism,images/auction_images/315.jpg
316,3995.0,After Kota Ezawa,The Bohemians (After August Sander 1924),2006.0,[nan],"The transparency and light box are in generally excellent condition.Under close inspection, there are scattered hairline scratches and scuffs to the light box's plexiglass and metal components, none of which detract from its overall fine appearance.The electrical components of the light box are functional.",Contemporary,Realism,images/auction_images/316.jpg
317,6995.0,Abelardo Morell,Camera Obscura Image of the Brooklyn Bridge in Bedroom,1999.0,"Signed, titled, dated, and numbered in pencil on the reverse",Print is in generally excellent condition.There is a tiny deposit of original retouching in the lower right corner and a crescent-shaped handling crease in the lower left that is only visible under raking light and does not appear to break the emulsion.,Post-War,Realism,images/auction_images/317.jpg
319,8995.0,Sze Tsung Leong,"Luohu District, Shenzhen",2008.0,Signed in ink on the photographer's label on the reverse,"This chromogenic print is in generally excellent condition.The colors are rich and saturated, with no apparent fading.",Contemporary,Realism,images/auction_images/319.jpg
320,3495.0,Harry Callahan,"Beach and Shells, Horseneck Beach, Massachusetts",1978.0,Signed in pencil in the margin,Print is in generally excellent condition.The colors are rich and saturated with no apparent fading.,Post-War,Realism,images/auction_images/320.jpg
322,13500.0,Charles Green Shaw,Giant Clutch,1965.0,Signed Charles Shaw and dated 1965 (on the reverse),"This work is unlined.The surface of the work is dirty with scattered pindots of surface accretion.Under UV: Although some pigments read strongly, they appear to be the artist's original.",Post-War,Abstract,images/auction_images/322.jpg
323,4000.0,John Baldessari,Visionaire 64 Art Blue Edition,2014.0,Numbered on portfolio case,Screenprints are in excellent condition.,Contemporary,Conceptual ,images/auction_images/323.jpg
324,17000.0,Charly Palmer,Erasing Memories,2020.0,Signed verso,Excellent condition.,Contemporary,Expressionism,images/auction_images/324.jpg
325,17000.0,Charly Palmer,Tar Baby,2012.0,Signed by artist,Excellent condition.,Contemporary,Expressionism,images/auction_images/325.jpg
326,14000.0,Lisa Oppenheim,California Wildfire 2010/2012 (Version II),2012.0,"Signed by the photographer in ink on a Tanya Bonakdar Gallery, New York, label on the reverse of the frame.",This work has not been examined unframed as issued. It appears to be in generally excellent condition. Framed under glass.,Contemporary,Abstract,images/auction_images/326.jpg
327,1250.0,Devin Troy Strother,Grateful Dead Afro Cat Show,2021.0,Signed and numbered recto,Excellent condition.,Contemporary,Pop Art,images/auction_images/327.jpg
330,2000.0,Jutta Koether,Untitled,1992.0,Signed and dated lower right rectoInscribed verso,No obvious signs of wear.,Contemporary,Expressionism,images/auction_images/330.jpg
331,3000.0,James Siena,Spacelock (second version),1999.0,[nan],Not examined out of frame.No obvious signs of wear or damage.,Contemporary,Geometric Abstraction,images/auction_images/331.jpg
332,1500.0,Enoc Perez,Untitled,2005.0,"Signed, dated and inscribed verso",No obvious signs of wear.,Contemporary,Realism,images/auction_images/332.jpg
334,3000.0,James Siena,Antenna,2003.0,[nan],Not examined out of frame.No obvious signs of wear or damage.,Contemporary,Geometric Abstraction,images/auction_images/334.jpg
335,3000.0,Mike Bidlo,"Not Warhol, Marilyn",1984.0,[nan],This work is in very good condition.No obvious signs of wear.,Contemporary,Pop Art,images/auction_images/335.jpg
336,1000.0,Jennifer Reeves,"Place, 4-17",1997.0,Signed and dated verso,No obvious signs of wear.,Post-War,Conceptual ,images/auction_images/336.jpg
338,1500.0,Sarah Braman,Indian Summer 8 pm,2010.0,Signed and dated verso,No obvious signs of wear.,Contemporary,Abstract,images/auction_images/338.jpg
339,2550.0,James Siena,"Taste The Houses, Twirly, Upside Down Devil",1997.0,Signed lower right recto,No obvious signs of wear.,Contemporary,Geometric Abstraction,images/auction_images/339.jpg
340,4000.0,Michele Abeles,3-Way,2013.0,Signed on the reverse.,Not examined out of frame.No obvious signs of wear or damage.,Contemporary,Conceptual ,images/auction_images/340.jpg
341,1500.0,Kika Karadi,Untitled (OPM No. 1),2014.0,"Signed, titled and dated on the reverse",No obvious signs of wear or damage.,Contemporary,Abstract,images/auction_images/341.jpg
342,10000.0,Julia Rommel,Hobby,2012.0,Signed and dated on reverse ,No obvious signs of wear or damage.,Contemporary,Conceptual ,images/auction_images/342.jpg
343,2250.0,CARL VAN VECHTEN,Dizzy Gillespie,1955.0,[nan],This work is in very good condition.No obvious signs of wear or use.,Post-War,[nan],images/auction_images/343.jpg
344,4000.0,Flip Schulke,"Cassius Clay, Miami Beach",1961.0,"Signed and copyrighted in pencil and with a Flip Schulke studio label annotated ‘PAGE: 16.’ in ink, on the reverse.","This print is in generally excellent condition. The margin edges are worn and there is a sharp crease in the upper left margin corner that does not appear to break the emulsion. ‘#40 in show’ is written in pencil on the reverse, possibly in the photographer’s hand.",Post-War,Realism,images/auction_images/344.jpg
346,800.0,Carl Roters,Indian Horses,1971.0,Signed and dated 1971 lower right,No apparent signs of damage to artwork.Not examined out of frame.Overmat with several wrinkles.Frame with minor wear.,Post-War,Realism,images/auction_images/346.jpg
347,30000.0,Robin Rhode,Ballad to Ballet,2008.0,[nan],Work appears to be in good condition. Light dust throughout. Some frames are scratched and dinged.,Contemporary,Conceptual ,images/auction_images/347.jpg
348,18000.0,Dashiell Manley,"Triangles (Front, Back, Blue Gels, Fingers)",2013.0,[nan],Good condition.,Contemporary,Abstract,images/auction_images/348.jpg
349,15000.0,Jessica Jackson Hutchins,Punctuation,2011.0,[nan],The work appears to be in excellent condition. The piece is framed. There are some very small pieces of material in the bottom of the frame that have come away from the piece. This work has not been inspected out of the frame.,Contemporary,Abstract,images/auction_images/349.jpg
350,12000.0,Artie Vierkant,Image Object Sunday 12 February 2012 6:22pm,2012.0,[nan],Artwork not inspected.,Contemporary,Abstract,images/auction_images/350.jpg
351,23000.0,James Welling,Glass House,2010.0,"Signed, titled, dated and numbered lower recto",Excellent condition. Frame has slightly cracked miter joint on upper right corner.,Contemporary,Conceptual ,images/auction_images/351.jpg
353,160000.0,Alex Katz,Black Dress Portfolio,2015.0,Signed and numbered,Excellent condition.,Contemporary,Pop Art,images/auction_images/353.jpg
354,6500.0,Biff Elrod,Other Woman I,2011.0,"Front lower left ""B.F. Elrod""",Excellent condition.,Contemporary,Pop Art,images/auction_images/354.jpg
355,5500.0,Biff Elrod,G-OW-RW,2008.0,Signed verso ,Excellent condition.,Contemporary,Pop Art,images/auction_images/355.jpg
357,4500.0,Ralph Morse,Cassius Clay After Defeating Sonny Liston,1964.0,[nan],"This early print is in generally very good condition. Visible under close inspection are some scuffs, soft handling creases and an approximately one-inch crease in the lower left quadrant that appears to break the emulsion. There is minor edge wear, with some sharp creases that break the emulsion and occasional losses. On the reverse are numerous reproduction notations in crayon and graphite in unidentified hands.",Modern,Realism,images/auction_images/357.jpg
359,4000.0,Flip Schulke,Cassius Clay training in a pool at the Sir John Hotel in Miami,1964.0,"Blindstamped by the photographer’s archive in the margin.Signed and copyrighted in pencil on the reverse, a Flip Schulke, West Palm Beach studio label on the reverse annotated ‘M. Ali’ in ink.",[nan],Modern,Realism,images/auction_images/359.jpg
360,4000.0,Flip Schulke,"Muhammad Ali at the Fifth Street Gym, Miami Beach",1964.0,"A Flip Schulke, West Palm Beach studio label on the reverse, annotated ‘1964’ in red ink.",This print is in generally excellent condition. There are occasional hairline scratches. In the margin is a piece of adhesive with ‘P74’ and ‘63%’ written in pencil in an unidentified hand.,Modern,Realism,images/auction_images/360.jpg
361,22500.0,Christopher Williams,"CUTAWAY MODEL NIKKOR ZOOM LENS 50-300MM Ƒ/4.5. PHOTOGRAPHY BY THE DOUGLAS M. PARKER STUDIO, LOS ANGELES, CALIFORNIA, OCTOBER 13, 2007 - OCTOBER 29, 2007",2007.0,"Signed, partially titled, dated 08 and numbered AP on the reverse","This work is in very good condition overall.There is a light layer of surface dust that has adhered to the surface.Under very close inspection there is a white spot accretion, 7 inches from the top edge and 10 inches from the left edge.",Contemporary,Realism,images/auction_images/361.jpg
362,37000.0,Marcel Dyf,Fille aux Violets,1957.0,Signed Dyf bottom left in paint,"Overall very good condition.Small chip to canvas at left side, middle.Occasional scratching and chips at frame corners.Not examined out of frame.",Post-War,Impressionism,images/auction_images/362.jpg
363,9350.0,Mickalene Thomas,Portrait of Marie Sitting in Black and White,2012.0,[nan],Excellent condition.Not examined out of frame.,Contemporary,Conceptual ,images/auction_images/363.jpg
365,20000.0,Hiroshi Sugimoto,Helicoid Minimal Surface,2004.0,Signed in front under the mat on the right side.,Excellent condition.,Contemporary,Conceptual ,images/auction_images/365.jpg
366,20000.0,Hiroshi Sugimoto,Differential Bevel Gear,2004.0,Signed in front under the mat on the right side.,Excellent condition.,Contemporary,Conceptual ,images/auction_images/366.jpg
367,5000.0,Berndnaut Smilde,Iconoclouds,2013.0,Artist and printer chops on right front.,Excellent condition.,Contemporary,Conceptual ,images/auction_images/367.jpg
368,25000.0,Ed  Ruscha,Sin,1970.0,"Signed, dated and numbered on front left corner.",Excellent condition.,Contemporary,Conceptual ,images/auction_images/368.jpg
369,5000.0,Allan  McCollum,Lands of Shadow and Substance #27,2014.0,[nan],Excellent condition.,Contemporary,Conceptual ,images/auction_images/369.jpg
370,5000.0,Allan  McCollum,Lands of Shadow and Substance #21,2014.0,[nan],Excellent condition.,Contemporary,Conceptual ,images/auction_images/370.jpg
371,5000.0,Allan  McCollum,Lands of Shadow and Substance #2,2014.0,[nan],Excellent condition.,Contemporary,Conceptual ,images/auction_images/371.jpg
372,2000.0,Sophie Von Hellermann,Untitled ,2010.0,"Signed ""Sophie von Hellermann"" in block capitals and with the artist's signature.",No obvious signs of wear or use. ,Contemporary,Expressionism,images/auction_images/372.jpg
373,2000.0,Dawn Mellor,Untitled ,1998.0,"Signed ""Dawn Mellor"" in block capitals and with the artist's signature.",Minor losses to paint layers on edges.Water damage on verso. ,Contemporary,Expressionism,images/auction_images/373.jpg
374,3000.0,Gillian Carnegie,Untitled ,1998.0,"Signed ""Gillian Carnegie"" in block capitals and with the artist's signature.",No obvious signs of wear or use. ,Contemporary,Impressionism,images/auction_images/374.jpg
375,6000.0,Lawrence Weiner,BE THAT AS IT MIGHT - ASPIRE,2009.0,"Signed ""Lawrence Weiner"" in block capitals and with the artist's signature.",Occasional smudges and wear to corners. ,Contemporary,Conceptual ,images/auction_images/375.jpg
377,4000.0,Zak Smith,Things I Drew and Pinned to the Wall 2007,2007.0,[nan],[nan],Contemporary,Punk,images/auction_images/377.jpg
378,2000.0,Matthew Brannon,Sick Whore 2006,2006.0,[nan],[nan],Contemporary,Conceptual ,images/auction_images/378.jpg
379,4000.0,Zak Smith,Full-Spectrum Dominance in All Theaters 2007,2007.0,[nan],[nan],Contemporary,Punk,images/auction_images/379.jpg
380,2000.0,Matthew Brannon,How It All Ends 2006,2006.0,[nan],[nan],Contemporary,Conceptual ,images/auction_images/380.jpg
381,9500.0,Paige Neuhauser,W. 28th from Great Jones Alley series,2021.0,Signed on verso,This work is in excellent condition.,Contemporary,Photorealism,images/auction_images/381.jpg
383,9500.0,Paige Neuhauser,Great Jones #2 from Great Jones Alley Series,2021.0,Signed on verso,This work is in excellent condition.,Contemporary,Photorealism,images/auction_images/383.jpg
385,2500.0,Doris McCarthy,Arancia,2021.0,"Titled, numbered, signed and dated recto",Excellent condition.,Contemporary,Abstract,images/auction_images/385.jpg
386,2500.0,Doris McCarthy,lampone,2021.0,"Titled, numbered, signed and dated recto",Excellent condition ,Contemporary,Abstract,images/auction_images/386.jpg
